position,wealth,category,full_name,age,country_of_residence,city_of_residence,source,citizenship,organization,gender,birth_date,last_name,first_name,title,residence_state,residence_region,birth_year,birth_month,birth_day,cpi_country,cpi_change_country,gdp_country,g_tertiary_ed_enroll,g_primary_ed_enroll,life_expectancy,tax_revenue,tax_rate,country_pop,country_lat,country_long,continent
94,17500,Finance & Investments,Steve Cohen,66,United States,Greenwich,Hedge funds,United States,Point72 Asset Management,M,1956-06-11,Cohen,Steve,Founder,Connecticut,Northeast,1956,6,11,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
94,17500,Finance & Investments,Carl Icahn,87,United States,Indian Creek,Investments,United States,Icahn Capital Management,M,1936-02-16,Icahn,Carl,Founder,Florida,South,1936,2,16,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
94,17500,Metals & Mining,Savitri Jindal & family,73,India,Hisar,Steel,India,Unknown,F,1950-03-20,Jindal,Savitri,Unknown,No subdivisions info,No subdivisions info,1950,3,20,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
97,17400,Real Estate,Donald Bren,90,United States,Newport Beach,Real estate,United States,Irvine Company,M,1932-05-11,Bren,Donald,Chairman,California,West,1932,5,11,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
97,17400,Fashion & Retail,"John Menard, Jr.",83,United States,Eau Claire,Home improvement stores,United States,"Menard, Inc.",M,1940-01-22,Menard,John,Founder,Wisconsin,Midwest,1940,1,22,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
99,17100,Media & Entertainment,Rupert Murdoch & family,92,United States,New York,"Newspapers, TV network",United States,News Corp Class A,M,1931-03-11,Murdoch,Rupert,Chairman and CEO,New York,Northeast,1931,3,11,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
100,16700,Finance & Investments,Vicky Safra & family,70,Switzerland,Crans-Montana,Banking,Brazil,Unknown,F,1953-01-01,Safra,Vicky,Unknown,No subdivisions info,No subdivisions info,1953,1,1,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
101,16500,Fashion & Retail,"Theo Albrecht, Jr. & family",72,Germany,Mulheim an der Ruhr,"Aldi, Trader Joe's",Germany,Unknown,M,1951-01-01,Albrecht,Theo,Unknown,No subdivisions info,No subdivisions info,1951,1,1,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
101,16500,Finance & Investments,Renata Kellnerova & family,55,Czech Republic,Prague,"Finance, telecommunications",Czech Republic,Unknown,F,1967-07-04,Kellnerova,Renata,Unknown,No subdivisions info,No subdivisions info,1967,7,4,116.48,2.8,246489245495,64.1,100.7,79.0,14.9,46.1,10669709,49.817492,15.472962,Europe
103,16300,Healthcare,Li Xiting,72,China,Shenzhen,medical devices,Singapore,Unknown,M,1951-01-01,Li,Xiting,Unknown,No subdivisions info,No subdivisions info,1951,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
104,16200,Fashion & Retail,Stefan Persson,75,Sweden,Stockholm,H&M,Sweden,Hennes & Mauritz Unsponsored ADR,M,1947-10-04,Persson,Stefan,Chairman,No subdivisions info,No subdivisions info,1947,10,4,110.51,1.8,530832908738,67.0,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,Europe
104,16200,Technology,Eric Schmidt,67,United States,Atherton,Google,United States,Unknown,M,1955-04-27,Schmidt,Eric,Unknown,California,West,1955,4,27,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
106,16000,Finance & Investments,Michael Platt,55,Switzerland,Geneva,Hedge funds,United Kingdom,BlueCrest Capital Management,M,1968-03-18,Platt,Michael,Founder ,No subdivisions info,No subdivisions info,1968,3,18,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
107,15900,Food & Beverage,Pang Kang,67,China,Foshan,Soy sauce,China,Unknown,M,1956-01-19,Pang,Kang,Unknown,No subdivisions info,No subdivisions info,1956,1,19,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
108,15800,Fashion & Retail,Karl Albrecht Jr. & family,65,Germany,Unknown,Supermarkets,Germany,Unknown,M,1958-01-01,Albrecht Jr.,Karl,Unknown,No subdivisions info,No subdivisions info,1958,1,1,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
108,15800,Food & Beverage,Jorge Paulo Lemann & family,83,Switzerland,Zurich,Beer,Brazil,Unknown,M,1939-08-26,Lemann,Jorge Paulo,"Investor, Philanthropist",No subdivisions info,No subdivisions info,1939,8,26,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
108,15800,Real Estate,Peter Woo,76,Hong Kong,Hong Kong,Real estate,Hong Kong,Unknown,M,1946-09-05,Woo,Peter,Unknown,No subdivisions info,No subdivisions info,1946,9,5,No CPI info,No CPI info,368911387845,50.6,100.2,85.5,9.4,59.2,7413100,22.396428,114.109497,Asia
112,15600,Healthcare,Dilip Shanghvi,67,India,Mumbai,Pharmaceuticals,India,Unknown,M,1955-10-01,Shanghvi,Dilip,Unknown,No subdivisions info,No subdivisions info,1955,10,1,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
113,15500,Technology,Robert Pera,45,United States,San Jose,Wireless networking,United States,Ubiquiti,M,1978-03-10,Pera,Robert,Chief Executive Officer,California,West,1978,3,10,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
114,15300,Fashion & Retail,Radhakishan Damani,68,India,Mumbai,"Retail, investments",India,Unknown,M,1955-01-01,Damani,Radhakishan,Unknown,No subdivisions info,No subdivisions info,1955,1,1,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
115,15200,Automotive,Huang Shilin,56,China,Ningde,Batteries,China,Unknown,M,1967-01-01,Huang,Shilin,Unknown,No subdivisions info,No subdivisions info,1967,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
116,14900,Diversified,Dhanin Chearavanont,83,Thailand,Bangkok,Diversified,Thailand,Unknown,M,1939-04-19,Chearavanont,Dhanin,Unknown,No subdivisions info,No subdivisions info,1939,4,19,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,Asia
116,14900,Fashion & Retail,David Green & family,81,United States,Oklahoma City,Retail,United States,Hobby Lobby,M,1941-11-13,Green,David,CEO,Oklahoma,South,1941,11,13,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
118,14800,Food & Beverage,Charoen Sirivadhanabhakdi,78,Thailand,Bangkok,"Alcohol, real estate",Thailand,Unknown,M,1944-05-02,Sirivadhanabhakdi,Charoen,Unknown,No subdivisions info,No subdivisions info,1944,5,2,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,Asia
119,14700,Food & Beverage,Charlene de Carvalho-Heineken & family,68,United Kingdom,London,Heineken,Netherlands,Unknown,F,1954-06-30,de Carvalho-Heineken,Charlene,Unknown,No subdivisions info,No subdivisions info,1954,6,30,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
120,14600,Healthcare,Xu Hang,60,China,Shenzhen,Medical devices,Hong Kong,Unknown,M,1962-05-22,Xu,Hang,Unknown,No subdivisions info,No subdivisions info,1962,5,22,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
121,14500,Automotive,Wei Jianjun & family,59,China,Baoding,Automobiles,China,Unknown,M,1964-03-01,Wei,Jianjun,Unknown,No subdivisions info,No subdivisions info,1964,3,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
122,14400,Metals & Mining,Alisher Usmanov,69,Uzbekistan,Tashkent,"Steel, telecom, investments",Russia,Metalloinvest,M,1953-09-09,Usmanov,Alisher,Founder,No subdivisions info,No subdivisions info,1953,9,9,No CPI info,No CPI info,57921286440,10.1,104.2,71.6,14.8,31.6,33580650,41.377491,64.585262,Asia
123,14300,Manufacturing,Goh Cheng Liang,95,Singapore,Singapore,Paints,Singapore,Unknown,M,1927-06-27,Goh,Cheng Liang,Unknown,No subdivisions info,No subdivisions info,1927,6,27,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569,1.352083,103.819836,Asia
124,14200,Diversified,Kumar Birla,55,India,Mumbai,Commodities,India,Unknown,M,1967-06-14,Birla,Kumar,Unknown,No subdivisions info,No subdivisions info,1967,6,14,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
124,14200,Manufacturing,Aliko Dangote,65,Nigeria,Lagos,"Cement, sugar",Nigeria,Dangote Group,M,1957-04-10,Dangote,Aliko,CEO,No subdivisions info,No subdivisions info,1957,4,10,267.51,11.4,448120428859,10.2,84.7,54.3,1.5,34.8,200963599,9.081999,8.675277,Africa
126,14100,Real Estate,Kwong Siu-hing,93,Hong Kong,Hong Kong,Real estate,Hong Kong,Unknown,F,1929-12-02,Kwong,Siu-hing,Unknown,No subdivisions info,No subdivisions info,1929,12,2,No CPI info,No CPI info,368911387845,50.6,100.2,85.5,9.4,59.2,7413100,22.396428,114.109497,Asia
127,14000,Diversified,Idan Ofer,67,United Kingdom,London,Shipping,Israel,Unknown,M,1955-10-02,Ofer,Idan,Unknown,No subdivisions info,No subdivisions info,1955,10,2,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
128,13900,Healthcare,Chen Bang,57,China,Changsha,Hospitals,China,Unknown,M,1965-09-01,Chen,Bang,Unknown,No subdivisions info,No subdivisions info,1965,9,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
128,13900,Gambling & Casinos,Lui Che Woo,94,Hong Kong,Hong Kong,Casinos/hotels,Hong Kong,Unknown,M,1929-04-01,Lui,Che Woo,Unknown,No subdivisions info,No subdivisions info,1929,4,1,No CPI info,No CPI info,368911387845,50.6,100.2,85.5,9.4,59.2,7413100,22.396428,114.109497,Asia
130,13700,Logistics,John Fredriksen,78,United Kingdom,London,Shipping,Cyprus,Unknown,M,1945-02-01,Fredriksen,John,Investor,No subdivisions info,No subdivisions info,1945,2,1,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
130,13700,Construction & Engineering,Diane Hendricks,76,United States,Afton,Building supplies,United States,ABC Supply,F,1947-03-02,Hendricks,Diane,Cofounder,Wisconsin,Midwest,1947,3,2,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
130,13700,Technology,Jan Koum,47,United States,Atherton,WhatsApp,United States,WhatsApp Inc.,M,1976-02-24,Koum,Jan,"CEO, cofounder",California,West,1976,2,24,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
133,13300,Sports,Jerry Jones,80,United States,Dallas,Dallas Cowboys,United States,Dallas Cowboys,M,1942-10-13,Jones,Jerry,President and General Manager,Texas,South,1942,10,13,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
133,13300,Energy,George Kaiser,80,United States,Tulsa,"Oil & gas, banking",United States,BOK Financial Corp.,M,1942-07-29,Kaiser,George,Chairman,Oklahoma,South,1942,7,29,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
133,13300,Real Estate,Joseph Lau,71,Hong Kong,Hong Kong,Real estate,Hong Kong,Unknown,M,1951-07-21,Lau,Joseph,Unknown,No subdivisions info,No subdivisions info,1951,7,21,No CPI info,No CPI info,368911387845,50.6,100.2,85.5,9.4,59.2,7413100,22.396428,114.109497,Asia
136,13200,Automotive,Lu Xiangyang,60,China,Guangzhou,"Automobiles, batteries",China,Unknown,M,1962-12-28,Lu,Xiangyang,Unknown,No subdivisions info,No subdivisions info,1962,12,28,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
137,13100,Real Estate,Harry Triguboff,90,Australia,Sydney,Real estate,Australia,Unknown,M,1933-03-03,Triguboff,Harry,Unknown,No subdivisions info,No subdivisions info,1933,3,3,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605,-25.274398,133.775136,Oceania
138,12900,Finance & Investments,Uday Kotak,64,India,Mumbai,Banking,India,Unknown,M,1959-03-15,Kotak,Uday,Unknown,No subdivisions info,No subdivisions info,1959,3,15,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
138,12900,Sports,Stanley Kroenke,75,United States,Electra,"Sports, real estate",United States,Unknown,M,1947-07-29,Kroenke,Stanley,Unknown,Texas,South,1947,7,29,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
140,12600,Energy,Mikhail Fridman,58,United Kingdom,London,"Oil, banking, telecom",Russia,Unknown,M,1964-04-21,Fridman,Mikhail,Unknown,No subdivisions info,No subdivisions info,1964,4,21,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
141,12300,Energy,Sarath Ratanavadi,57,Thailand,Bangkok,Energy,Thailand,Unknown,M,1965-07-12,Ratanavadi,Sarath,Unknown,No subdivisions info,No subdivisions info,1965,7,12,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,Asia
142,12200,Metals & Mining,Dang Yanbao,50,China,Yinchuan,Coal,China,Unknown,M,1973-02-01,Dang,Yanbao,Unknown,No subdivisions info,No subdivisions info,1973,2,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
142,12200,Healthcare,Jiang Rensheng & family,69,China,Chongqing,Vaccines,China,Unknown,M,1953-10-08,Jiang,Rensheng,Unknown,No subdivisions info,No subdivisions info,1953,10,8,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
144,12100,Automotive,Shahid Khan,72,United States,Naples,Auto parts,United States,Unknown,M,1950-07-18,Khan,Shahid,Unknown,Florida,South,1950,7,18,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
145,12000,Technology,Laurene Powell Jobs & family,59,United States,Palo Alto,"Apple, Disney",United States,Emerson Collective,F,1963-11-06,Powell Jobs,Laurene,"Investor, Philanthropist",California,West,1963,11,6,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
146,11800,Diversified,Robert Kuok,99,Hong Kong,Hong Kong,"Palm oil, shipping, property",Malaysia,Unknown,M,1923-10-06,Kuok,Robert,Unknown,No subdivisions info,No subdivisions info,1923,10,6,No CPI info,No CPI info,368911387845,50.6,100.2,85.5,9.4,59.2,7413100,22.396428,114.109497,Asia
147,11600,Real Estate,Stephen Ross,82,United States,New York,Real estate,United States,Unknown,M,1940-05-10,Ross,Stephen,Unknown,New York,Northeast,1940,5,10,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
148,11500,Technology,Pavel Durov,38,United Arab Emirates,Dubai,Messaging app,United Arab Emirates,Unknown,M,1984-10-10,Durov,Pavel,Unknown,No subdivisions info,No subdivisions info,1984,10,10,114.52,-1.9,421142267938,36.8,108.4,77.8,0.1,15.9,9770529,23.424076,53.847818,Asia
148,11500,Healthcare,Andreas Struengmann & family,73,Germany,Tegernsee,Pharmaceuticals,Germany,Unknown,M,1950-02-16,Struengmann,Andreas,Unknown,No subdivisions info,No subdivisions info,1950,2,16,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
148,11500,Healthcare,Thomas Struengmann & family,73,Germany,Tegernsee,Pharmaceuticals,Germany,Unknown,M,1950-02-16,Struengmann,Thomas,Unknown,No subdivisions info,No subdivisions info,1950,2,16,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
151,11400,Food & Beverage,Liu Hanyuan,59,China,Chengdu,Agribusiness,China,Unknown,M,1964-01-01,Liu,Hanyuan,Unknown,No subdivisions info,No subdivisions info,1964,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
151,11400,Fashion & Retail,Michael Rubin,50,United States,Bryn Mawr,Online retail,United States,Kynetic,M,1972-07-21,Rubin,Michael,CEO,Pennsylvania,Northeast,1972,7,21,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
153,11300,Finance & Investments,Israel Englander,74,United States,New York,Hedge funds,United States,"Millennium Management, L.L.C.",M,1948-09-30,Englander,Israel,Founder,New York,Northeast,1948,9,30,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
153,11300,Manufacturing,Viatcheslav Kantor,69,Israel,Herzliya,"Fertilizer, real estate",Russia,Unknown,M,1953-09-08,Kantor,Viatcheslav,Unknown,No subdivisions info,No subdivisions info,1953,9,8,108.15,0.8,395098666122,63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612,Asia
153,11300,Manufacturing,Anthony Pratt,62,Australia,Melbourne,Manufacturing,Australia,Unknown,M,1960-04-11,Pratt,Anthony,Unknown,No subdivisions info,No subdivisions info,1960,4,11,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605,-25.274398,133.775136,Oceania
153,11300,Finance & Investments,Mikhail Prokhorov,57,Switzerland,Frauenfeld,Investments,Russia,Unknown,M,1965-05-03,Prokhorov,Mikhail,Unknown,No subdivisions info,No subdivisions info,1965,5,3,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
157,11100,Fashion & Retail,Giorgio Armani,88,Italy,Milan,Luxury goods,Italy,Unknown,M,1934-07-11,Armani,Giorgio,Unknown,No subdivisions info,No subdivisions info,1934,7,11,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Europe
157,11100,Fashion & Retail,Johann Rupert & family,72,South Africa,Cape Town,Luxury goods,South Africa,Unknown,M,1950-06-01,Rupert,Johann,Unknown,No subdivisions info,No subdivisions info,1950,6,1,158.93,4.1,351431649241,22.4,100.9,63.9,27.5,29.2,58558270,-30.559482,22.937506,Africa
159,11000,Finance & Investments,Gong Hongjia & family,58,Hong Kong,Hong Kong,Video surveillance,Hong Kong,Unknown,M,1965-01-01,Gong,Hongjia,Unknown,No subdivisions info,No subdivisions info,1965,1,1,No CPI info,No CPI info,368911387845,50.6,100.2,85.5,9.4,59.2,7413100,22.396428,114.109497,Asia
159,11000,Technology,Zhang Zhidong,51,China,Shenzhen,Internet media,China,Unknown,M,1972-01-01,Zhang,Zhidong,Unknown,No subdivisions info,No subdivisions info,1972,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
161,10900,Finance & Investments,Philip Anschutz,83,United States,Denver,"Energy, sports, entertainment",United States,Unknown,M,1939-12-28,Anschutz,Philip,Unknown,Colorado,West,1939,12,28,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
161,10900,Fashion & Retail,Judy Love & family,85,United States,Oklahoma City,Gas stations,United States,Love's Travel Stops and Country Stores,F,1937-06-17,Love,Judy,Chairman and CEO,Oklahoma,South,1937,6,17,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
161,10900,Fashion & Retail,Ricardo Salinas Pliego & family,67,Mexico,Mexico City,"Retail, media",Mexico,Unknown,M,1955-10-19,Salinas Pliego,Ricardo,Unknown,No subdivisions info,No subdivisions info,1955,10,19,141.54,3.6,1258286717125,40.2,105.8,75.0,13.1,55.1,126014024,23.634501,-102.552784,North America
164,10700,Media & Entertainment,Donald Newhouse,93,United States,New York,Media,United States,Unknown,M,1929-08-05,Newhouse,Donald,Unknown,New York,Northeast,1929,8,5,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
165,10600,Sports,Robert Kraft,81,United States,Brookline,"Manufacturing, New England Patriots",United States,The Kraft Group,M,1941-06-05,Kraft,Robert,Chairman & CEO,Massachusetts,Northeast,1941,6,5,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
165,10600,Food & Beverage,Marcel Herrmann Telles,73,Brazil,Sao Paulo,Beer,Brazil,Unknown,M,1950-01-01,Telles,Marcel Herrmann,Unknown,No subdivisions info,No subdivisions info,1950,1,1,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,South America
167,10500,Finance & Investments,Suleiman Kerimov & family,57,Russia,Moscow,Gold,Russia,Unknown,M,1966-03-12,Kerimov & family,Suleiman,Unknown,No subdivisions info,No subdivisions info,1966,3,12,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
